sku,location,opening_stock,daily_demand,safety_stock,transfer_cost_per_unit,transfer_lead_days
SKU-DEMO-0481,TX,0,10,0,5,1
SKU-DEMO-0481,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0482,TX,0,10,0,5,1
SKU-DEMO-0482,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0483,TX,0,10,0,5,1
SKU-DEMO-0483,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0484,TX,0,10,0,5,1
SKU-DEMO-0484,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0485,TX,0,10,0,5,1
SKU-DEMO-0485,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0486,TX,0,10,0,5,1
SKU-DEMO-0486,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0487,TX,0,10,0,5,1
SKU-DEMO-0487,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0488,TX,0,10,0,5,1
SKU-DEMO-0488,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0489,TX,0,10,0,5,1
SKU-DEMO-0489,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0490,TX,0,10,0,5,1
SKU-DEMO-0490,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0491,TX,0,10,0,5,1
SKU-DEMO-0491,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0492,TX,0,10,0,5,1
SKU-DEMO-0492,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0493,TX,0,10,0,5,1
SKU-DEMO-0493,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0494,TX,0,10,0,5,1
SKU-DEMO-0494,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0495,TX,0,10,0,5,1
SKU-DEMO-0495,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0496,TX,0,10,0,5,1
SKU-DEMO-0496,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0497,TX,0,10,0,5,1
SKU-DEMO-0497,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0498,TX,0,10,0,5,1
SKU-DEMO-0498,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0499,TX,0,10,0,5,1
SKU-DEMO-0499,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0500,TX,0,10,0,5,1
SKU-DEMO-0500,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0501,TX,0,10,0,5,1
SKU-DEMO-0501,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0502,TX,0,10,0,5,1
SKU-DEMO-0502,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0503,TX,0,10,0,5,1
SKU-DEMO-0503,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0504,TX,0,10,0,5,1
SKU-DEMO-0504,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0505,TX,0,10,0,5,1
SKU-DEMO-0505,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0506,TX,0,10,0,5,1
SKU-DEMO-0506,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0507,TX,0,10,0,5,1
SKU-DEMO-0507,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0508,TX,0,10,0,5,1
SKU-DEMO-0508,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0509,TX,0,10,0,5,1
SKU-DEMO-0509,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0510,TX,0,10,0,5,1
SKU-DEMO-0510,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0511,TX,0,10,0,5,1
SKU-DEMO-0511,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0512,TX,0,10,0,5,1
SKU-DEMO-0512,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0513,TX,0,10,0,5,1
SKU-DEMO-0513,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0514,TX,0,10,0,5,1
SKU-DEMO-0514,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0515,TX,0,10,0,5,1
SKU-DEMO-0515,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0516,TX,0,10,0,5,1
SKU-DEMO-0516,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0517,TX,0,10,0,5,1
SKU-DEMO-0517,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0518,TX,0,10,0,5,1
SKU-DEMO-0518,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0519,TX,0,10,0,5,1
SKU-DEMO-0519,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0520,TX,0,10,0,5,1
SKU-DEMO-0520,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0521,TX,0,10,0,5,1
SKU-DEMO-0521,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0522,TX,0,10,0,5,1
SKU-DEMO-0522,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0523,TX,0,10,0,5,1
SKU-DEMO-0523,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0524,TX,0,10,0,5,1
SKU-DEMO-0524,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0525,TX,0,10,0,5,1
SKU-DEMO-0525,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0526,TX,0,10,0,5,1
SKU-DEMO-0526,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0527,TX,0,10,0,5,1
SKU-DEMO-0527,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0528,TX,0,10,0,5,1
SKU-DEMO-0528,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0529,TX,0,10,0,5,1
SKU-DEMO-0529,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0530,TX,0,10,0,5,1
SKU-DEMO-0530,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0531,TX,0,10,0,5,1
SKU-DEMO-0531,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0532,TX,0,10,0,5,1
SKU-DEMO-0532,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0533,TX,0,10,0,5,1
SKU-DEMO-0533,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0534,TX,0,10,0,5,1
SKU-DEMO-0534,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0535,TX,0,10,0,5,1
SKU-DEMO-0535,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0536,TX,0,10,0,5,1
SKU-DEMO-0536,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0537,TX,0,10,0,5,1
SKU-DEMO-0537,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0538,TX,0,10,0,5,1
SKU-DEMO-0538,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0539,TX,0,10,0,5,1
SKU-DEMO-0539,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0540,TX,0,10,0,5,1
SKU-DEMO-0540,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0541,TX,0,10,0,5,1
SKU-DEMO-0541,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0542,TX,0,10,0,5,1
SKU-DEMO-0542,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0543,TX,0,10,0,5,1
SKU-DEMO-0543,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0544,TX,0,10,0,5,1
SKU-DEMO-0544,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0545,TX,0,10,0,5,1
SKU-DEMO-0545,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0546,TX,0,10,0,5,1
SKU-DEMO-0546,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0547,TX,0,10,0,5,1
SKU-DEMO-0547,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0548,TX,0,10,0,5,1
SKU-DEMO-0548,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0549,TX,0,10,0,5,1
SKU-DEMO-0549,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0550,TX,0,10,0,5,1
SKU-DEMO-0550,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0551,TX,0,10,0,5,1
SKU-DEMO-0551,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0552,TX,0,10,0,5,1
SKU-DEMO-0552,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0553,TX,0,10,0,5,1
SKU-DEMO-0553,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0554,TX,0,10,0,5,1
SKU-DEMO-0554,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0555,TX,0,10,0,5,1
SKU-DEMO-0555,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0556,TX,0,10,0,5,1
SKU-DEMO-0556,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0557,TX,0,10,0,5,1
SKU-DEMO-0557,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0558,TX,0,10,0,5,1
SKU-DEMO-0558,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0559,TX,0,10,0,5,1
SKU-DEMO-0559,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0560,TX,0,10,0,5,1
SKU-DEMO-0560,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0561,TX,0,10,0,5,1
SKU-DEMO-0561,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0562,TX,0,10,0,5,1
SKU-DEMO-0562,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0563,TX,0,10,0,5,1
SKU-DEMO-0563,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0564,TX,0,10,0,5,1
SKU-DEMO-0564,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0565,TX,0,10,0,5,1
SKU-DEMO-0565,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0566,TX,0,10,0,5,1
SKU-DEMO-0566,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0567,TX,0,10,0,5,1
SKU-DEMO-0567,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0568,TX,0,10,0,5,1
SKU-DEMO-0568,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0569,TX,0,10,0,5,1
SKU-DEMO-0569,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0570,TX,0,10,0,5,1
SKU-DEMO-0570,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0571,TX,0,10,0,5,1
SKU-DEMO-0571,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0572,TX,0,10,0,5,1
SKU-DEMO-0572,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0573,TX,0,10,0,5,1
SKU-DEMO-0573,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0574,TX,0,10,0,5,1
SKU-DEMO-0574,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0575,TX,0,10,0,5,1
SKU-DEMO-0575,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0576,TX,0,10,0,5,1
SKU-DEMO-0576,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0577,TX,0,10,0,5,1
SKU-DEMO-0577,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0578,TX,0,10,0,5,1
SKU-DEMO-0578,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0579,TX,0,10,0,5,1
SKU-DEMO-0579,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0580,TX,0,10,0,5,1
SKU-DEMO-0580,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0581,TX,0,10,0,5,1
SKU-DEMO-0581,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0582,TX,0,10,0,5,1
SKU-DEMO-0582,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0583,TX,0,10,0,5,1
SKU-DEMO-0583,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0584,TX,0,10,0,5,1
SKU-DEMO-0584,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0585,TX,0,10,0,5,1
SKU-DEMO-0585,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0586,TX,0,10,0,5,1
SKU-DEMO-0586,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0587,TX,0,10,0,5,1
SKU-DEMO-0587,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0588,TX,0,10,0,5,1
SKU-DEMO-0588,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0589,TX,0,10,0,5,1
SKU-DEMO-0589,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0590,TX,0,10,0,5,1
SKU-DEMO-0590,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0591,TX,0,10,0,5,1
SKU-DEMO-0591,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0592,TX,0,10,0,5,1
SKU-DEMO-0592,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0593,TX,0,10,0,5,1
SKU-DEMO-0593,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0594,TX,0,10,0,5,1
SKU-DEMO-0594,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0595,TX,0,10,0,5,1
SKU-DEMO-0595,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0596,TX,0,10,0,5,1
SKU-DEMO-0596,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0597,TX,0,10,0,5,1
SKU-DEMO-0597,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0598,TX,0,10,0,5,1
SKU-DEMO-0598,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0599,TX,0,10,0,5,1
SKU-DEMO-0599,DEMO_RESERVE,100,1,10,5,1
SKU-DEMO-0600,TX,0,10,0,5,1
SKU-DEMO-0600,DEMO_RESERVE,100,1,10,5,1
